0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
0.101,0.101,0.099,0.101,0.101,0.099,0.101,0.101,0.099,0.101,
0.101079,0.101321,0.0982053,0.101951,0.102001,0.0986393,0.10097,0.102001,0.0980209,0.101294,
0.100722,0.101987,0.0976368,0.10292,0.102757,0.0986327,0.100552,0.102622,0.097258,0.101025,
0.100139,0.102744,0.0973877,0.103765,0.103387,0.0986251,0.100152,0.102878,0.0965483,0.101159,
0.0994035,0.103575,0.0974441,0.104468,0.103693,0.0989002,0.0996209,0.102947,0.096053,0.101418,
0.0987451,0.104307,0.0976236,0.104961,0.104183,0.099264,0.0989481,0.102983,0.0957817,0.101475,
0.098295,0.10494,0.097854,0.105168,0.10442,0.0998195,0.0984127,0.102881,0.0956457,0.101336,
0.0980924,0.105519,0.0981032,0.105014,0.104592,0.100481,0.0979444,0.102863,0.0955078,0.101293,
0.0979605,0.105875,0.0983101,0.104781,0.104518,0.101237,0.0976252,0.102834,0.0954251,0.101318,
0.0979605,0.105875,0.0983101,0.104781,0.104518,0.101237,0.0976252,0.102834,0.0954251,0.101318,
0.0979081,0.10626,0.0983831,0.104526,0.104303,0.102035,0.0973092,0.102696,0.0954472,0.101521,
0.0979989,0.106495,0.0984124,0.104253,0.10411,0.102881,0.0970692,0.102702,0.0953344,0.101541,
0.0981998,0.106876,0.0983242,0.103874,0.104094,0.103554,0.0970013,0.102764,0.0951953,0.101533,
0.0984206,0.107363,0.0981865,0.103651,0.103995,0.103727,0.0969564,0.102803,0.094935,0.101799,
0.0986367,0.10775,0.0980179,0.103494,0.103906,0.103991,0.096964,0.102792,0.0946278,0.102062,
0.0989349,0.108201,0.097716,0.103466,0.103647,0.104126,0.0969768,0.102993,0.0942452,0.102194,
0.0991843,0.108712,0.0973253,0.103467,0.103393,0.104148,0.0971198,0.103207,0.0938569,0.102437,
0.0994274,0.109209,0.0969268,0.103574,0.103225,0.104028,0.097184,0.103515,0.0934455,0.102589,
